,vis,sd_angle,sd_position
2603,91.304348,55.0,0.14
2604,91.304348,56.0,0.14
2605,91.304348,57.0,0.14
2606,91.304348,58.0,0.14
2607,91.304348,59.0,0.14
2608,91.304348,60.0,0.14
2609,91.304348,61.0,0.14
2610,91.304348,62.0,0.14
2611,91.304348,63.0,0.14
2612,91.304348,64.0,0.14
2613,91.304348,65.0,0.14
2614,91.304348,66.0,0.14
2615,91.304348,67.0,0.14
2616,91.304348,68.0,0.14
2617,91.304348,69.0,0.14
2618,91.304348,70.0,0.14
2619,91.304348,71.0,0.14
2620,91.304348,72.0,0.14
2621,91.304348,73.0,0.14
2622,91.304348,74.0,0.14
2623,91.304348,75.0,0.14
2624,91.304348,76.0,0.14
2625,91.304348,77.0,0.14
2626,91.304348,78.0,0.14
2627,91.304348,79.0,0.14
2628,91.304348,80.0,0.14
2629,91.304348,81.0,0.14
2630,91.304348,82.0,0.14
2631,91.304348,83.0,0.14
2632,91.304348,84.0,0.14
2633,91.304348,85.0,0.14
2634,91.304348,86.0,0.14
2635,91.304348,87.0,0.14
2636,91.304348,88.0,0.14
2637,91.304348,89.0,0.14
2638,91.304348,90.0,0.14
